N	Acuraccy	Precision	Recall	F-Measure	HastTag		Value	Comment
1562	0.41794872	0.017391304	0.8	0.034042552	trust		0	climbing that staircasetheres no elevator to the topwhat does that meanoh just you wait and see we miss you alexeydrummer watchusgo badbitches queens bethechange yeswecan faith love trust believe godisgood manifestthatshit  httpstco3pf3phnej9 httpstcobdfhnwyywf
1563	0.41832158	0.017391304	0.8	0.034042552	happiness		0	rt actioncomplete happiness success excellence they are not something you get for~steve maraboliquotes inspiration httpst
1564	0.41805378	0.017372422	0.8	0.034006376	domesticviolence		0	rt clanorth the clanorth team libbybateman in assoc with yorksagsoc were fortunate to have had juliamulligan northyorkspfcc great
1565	0.4184261	0.017372422	0.8	0.034006376	happiness		0	a perfect evening for that perfect cup of tea in the sunshine twitter amp politics????????tuesdaythoughts englishtea sunny tea politics thebrexitparty brexit sunshine british happiness garden perfectevening chill summer memories  teapot teacups china httpstcogaeioujpqq
1566	0.41815856	0.01735358	0.8	0.033970274	violence		0	italyseizure of airtoair matra missile rocket launchers and automatic weapons from group including former forza nuova party candidate forzanuova states individual no longer part of their party  real hate and violence are not the answer httpstcohriwg8gtlf httpstco1pyiq0piaw
1567	0.41789138	0.017334778	0.8	0.033934254	violence		0	tedlieu of course theferalleft fascist liberal antiamerica socialistdem nazis always resort to violence hate lies attacks armyourself against theferalleft fascist lyingliberal antiamerica socialistdem nazis thedemocrats ty potus kag
1568	0.41826308	0.017334778	0.8	0.033934254	assertive		0	up for a challenge sign up for my newsletter amp get 31 actions to help you be more assertive today confidence httpstcossfsc23dwi httpstcoysa5cohtbd
1569	0.41863433	0.017334778	0.8	0.033934254	trust		0	rt officeguytoons ask yourself this if you take away trust whats left cartoon trust reputation relationships httpstcox4rdxu8
1570	0.4190051	0.017334778	0.8	0.033934254	happiness		0	your time is now dont wait another minute to start leading your life leadership life happiness httpstcomu9srtyuds
1571	0.4193754	0.017334778	0.8	0.033934254	trust		0	you know its going down this friday night live from the 585 on 1043 fm with special guest black geez will be in the building also streaming live on httpstcohxnpamougx trust tcf livefromthe585 quandabombmixtapes httpstcon6yhp05kgi
1572	0.41910827	0.017316017	0.8	0.033898305	domesticviolence		0	rt fiestaintl wizkids 3rd babymama jada accuses him of domestic violence wizkid socialmedia relationship mother thirdchild jadap
1573	0.4188415	0.017297298	0.8	0.033862434	violence		0	??? guns save lives and get rid of criminals at the same timefor those of us who live outside the usa we have to be a bit more creative in our self protection methodsguns selfdefense robbery personalsafety violence httpstcowtwmsvwx8u
1574	0.4192112	0.017297298	0.8	0.033862434	assertive		0	also did i pay for my rental nope assertive yayme
1575	0.4189447	0.017278617	0.8	0.033826638	domesticviolence		0.04347826	but was it really a loss at all maybe youve gained more than your records show if you never try then youll never know amp  if you never move youll fail to grow healing faith warrior survivor recovery healingfromabuse narcissisticabuse domesticviolence trauma httpstcomnhpez2civ
1576	0.41867852	0.017259978	0.8	0.033790916	violence		0	rt sagecriminology how is adolescent exposure to violence aev related to adult anxiety depression and ptsd read more here http
1577	0.4184127	0.01724138	0.8	0.033755276	violence		0	violence  is not a solution of kashmir issue mehboobamufti sageelani mirwaizkashmir thekashmirilife tarekfatah httpstco9ezpbw3pvi
1578	0.4181472	0.01722282	0.8	0.033719704	domesticviolence		0	and there are so many ways that victims of domesticviolence are aggressed probably not a word and transgressed battering is only one partaspect of it theres psychology injury theres economic injury theres sexual assault withwithout battering etc lets upgrade
1579	0.41788206	0.017204301	0.8	0.033684213	genderbasedviolence		0	rt unfpathegambia we must however be reminded that smarter investments must be made to ensure that sexual and genderbasedviolence am
1580	0.41761723	0.017185822	0.8	0.033648793	violence		0	jimmacmillan kristenjohanson patloeb thanks jimmacmillan for persistence on this issue its easy to think there are no evidencebased solutions but violence is not inevitable harrisburg policy matters philly surrounded by states wlower gun death rates amp stronger policies thx to giffordscourage for this httpstcor04v2nl3gi
1581	0.41735277	0.017167382	0.8	0.033613443	domesticviolence		0	rt growyourwings new laws have been introduced into the uk parliament tackling domesticviolence they specifically mention financiala
1582	0.4170886	0.01714898	0.8	0.033578172	domesticviolence		0	lawrence law is proud to partner with victimsvoiceapp and are offering this tool to our clients at nocharge as a valueadded service httpstcoigdi8gleislawlawfirm domesticviolence divorcelawyer newjersey somersetcounty njdivorceattorney domesticviolencelawyer httpstcohdsyn5jmg7
1583	0.4168248	0.01713062	0.8	0.033542976	domesticviolence		0	well as i told you that my kids and i have been away from my husband due to his domestic violenceim thinking to keep updating the information of social support in japan in english as well however i havent found any specific hotline services in englishdomesticviolence
1584	0.4165613	0.0171123	0.8	0.033507854	genderbasedviolence		0	rt peacepanel peacebuilding starts at home our community panel will deliberate on family as foundation of peaceful communities next
1585	0.41692987	0.0171123	0.8	0.033507854	trust		0	guess im your canvasand all i am is in your handsyouve taken me all apart like it was your plan from the startwork of artfor all those to seei trust you for certainyoure making a masterpiece
1586	0.41666666	0.017094018	0.8	0.033472806	domesticviolence		0	rt caroljadams why does amazon have for sale a patch that says 50000 battered women and i still eat mine plain domesticviolence is
1587	0.4164038	0.017075773	0.8	0.033437826	domesticviolence		0	keep alert to all the actions around you you never can be too careful leaving domesticviolence httpstcouevwzrctdf intimatepartnerviolence stalkingsurvivor sexualabuse dvsurvivor believesurvivors dvhelper dvawareness domesticabuse allgenders childrensuffer httpstcokhuuw4qr06
1588	0.41614124	0.01705757	0.8	0.033402923	violence		0	rt chinaplusnews another violent clash broke out on sunday night in a hongkong shopping mall which left 22 people hospitalized calling
1589	0.415879	0.017039403	0.8	0.03336809	domesticviolence		0	rt pipscipfpc better together news july 2019 ratification update  phoenix damages  claims process in development  a look back at our accomplishments during the last parliament  others genderequality ilo harassment domesticviolence  httpstcoi5bubgrm2h
1590	0.41561714	0.017021276	0.8	0.03333333	violence		0	join us in welcoming a true legend of metal onto the airwaves cofounder of violence and mfnh axman demmelitionmh  will be at the helm of gimme tomorrow 717 at 4pm pt  7pm et tune in for two hours of metal and hard rock carnage photo courtesy of gimmes own mosahefu httpstcoqgwlkiz5dw
1591	0.4159849	0.017021276	0.8	0.03333333	happiness		0	rt actioncomplete happiness success excellence they are not something you get for~steve maraboliquotes inspiration httpst
1592	0.4163522	0.017021276	0.8	0.03333333	happiness		0	rt cannabakebox we connect smokers around the world with a monthly subscription box packed with the latest and greatest supplies check t
1593	0.41609052	0.017003188	0.8	0.033298645	domesticviolence		0	rt wepuk domesticviolence is an epidemic in the uk and yet brutal council funding cuts have led to the dismantling of refuges amp support
1594	0.4164573	0.017003188	0.8	0.033298645	trust		0	rt karijoys never stop believing joytrain successtrain believe joy faith trust  rt marigelpellin httpstcougml9fq9sq
1595	0.4168236	0.017003188	0.8	0.033298645	trust		0	startups your most valuable asset in the long run will be the trust of your customers gt corixjc on medium gt httpstcoalfstcglcjstartups security cybersecurity digital innovation leadership httpstcosrpwvje2iq
1596	0.41718945	0.017003188	0.8	0.033298645	trust		0	how data security risks have entered the reputation management and crisis communications field  ipraofficial article on white paper by horationelson and billmew from crisisteamuk brands trust amp digital ethics privacy crisismanagement httpstcocjmwk8ovhi
1597	0.41755486	0.018046709	0.8095238	0.035306334	violence		0.11111111	knifecrime is linked to tory austerity sadiqkhan to saylondon mayor will say youth violence cannot be kept down while police numbers and public services are cuthttpstcoeganodsqhh
1598	0.41729322	0.018027572	0.8095238	0.03526971	domesticviolence		0	rt ramarajeswari familiar story abusive relationships  why its so hard for women to just leaveif he was a monster all the time
1599	0.41765812	0.018027572	0.8095238	0.03526971	trust		0	remember that without god in your equation you are nothing so ill encourage you to put your total trust in him prayerfather help me to lay aside my knowledge and understanding and to put my trust totally on you in jesus name week trust god jesus httpstcoxrzijpnmwh
1600	0.4180225	0.018027572	0.8095238	0.03526971	trust		0	contesting a will is often complex which makes expert legaladvice essential to validate your situation before committing to formal legal proceedings  at franklinssols sarahjcanning can advise on probate will and trust disputes httpstcoocujihni2w httpstcoctsrdthmc6
1601	0.4177611	0.018008474	0.8095238	0.035233162	violence		0	so much to learn from newzealand from how the country responds to and recovers from attacks of violence to how they accept defeat in sports when it could swing either way kiwis winning hearts worldwide ?? christchurch blackcaps cwc19
1602	0.4175	0.017989418	0.8095238	0.035196688	violence		0	wakeupamerica everything you ever wanted to know about antifa knowyourenemy antifa  discover the networks  httpstcoozjjgeovex must read education history violence origins
1603	0.41723922	0.017970402	0.8095238	0.035160292	domesticviolence		0	just in case you are wondering how to get involved in abusetalk heres a video ive created as a quick walkthrough httpstco4lnwrbatqh   hope it helps and feel free to subscribe to my channel ??domesticabuse domesticviolence coercivecontrol
1604	0.417603	0.017970402	0.8095238	0.035160292	trust		0	rt prabhsingh missed the launch of pwcs responsibleai toolkit at the world economic forum  watch the replay and learn what organizat
1605	0.41734248	0.017951425	0.8095238	0.035123967	violence		0	listening to revatilaul we need to look very deep at where violence comes from instead of who it is linked to bdlmuseum httpstcovx1e1defct
1606	0.41770574	0.017951425	0.8095238	0.035123967	trust		0	rt thetwinpowers always assume the subjects of conversations are only to be shared with those who were there caring respect eth
1607	0.41744548	0.01793249	0.8095238	0.03508772	genderbasedviolence		0.05882353	genderbasedviolence is a global pandemic worldbank and thesvri have an open call for innovative evidencebased gbvsolutions research proposals in low and middleincome countries httpstco2mldz1yzal httpstcod2gb1jt1nk
